player_id,salary,season,year,team,salary_cap,team_total_salary,salary_perc,salary_team_rank,salary_team_var,holdout_dummy,sal_cap_perc_increase
daviste01,250000,1990-91,1990,Miami Heat,11871000,8510000,0.029377203,11,4.00E+11,0,0.211079372
douglsh01,325000,1990-91,1990,Miami Heat,11871000,8510000,0.038190364,8,4.00E+11,0,0.211079372
edwarke01,425000,1990-91,1990,Miami Heat,11871000,8510000,0.049941246,5,4.00E+11,0,0.211079372
kesslal01,1600000,1990-91,1990,Miami Heat,11871000,8510000,0.188014101,2,4.00E+11,0,0.211079372
longgr01,300000,1990-91,1990,Miami Heat,11871000,8510000,0.035252644,9,4.00E+11,0,0.211079372
oggal01,130000,1990-91,1990,Miami Heat,11871000,8510000,0.015276146,13,4.00E+11,0,0.211079372
ricegl01,1550000,1990-91,1990,Miami Heat,11871000,8510000,0.18213866,3,4.00E+11,0,0.211079372
seikaro01,755000,1990-91,1990,Miami Heat,11871000,8510000,0.088719154,4,4.00E+11,0,0.211079372
sundvjo01,335000,1990-91,1990,Miami Heat,11871000,8510000,0.039365452,7,4.00E+11,0,0.211079372
thompbi01,400000,1990-91,1990,Miami Heat,11871000,8510000,0.047003525,6,4.00E+11,0,0.211079372
brickfr01,905000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.078050884,5,2.03E+11,0,0.211079372
connele01,900000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.077619664,6,2.03E+11,0,0.211079372
dantlad01,400000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.034497628,12,2.03E+11,0,0.211079372
ellisda01,1250000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.107805088,4,2.03E+11,0,0.211079372
grayeje01,605000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.052177663,10.5,2.03E+11,0,0.211079372
hensost01,120000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.010349288,14,2.03E+11,0,0.211079372
humphja01,650000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.056058646,9,2.03E+11,0,0.211079372
kornefr01,225000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.019404916,13,2.03E+11,0,0.211079372
krystla01,605000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.052177663,10.5,2.03E+11,0,0.211079372
lohaubr01,1275000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.10996119,3,2.03E+11,0,0.211079372
roberal01,870000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.075032342,7,2.03E+11,0,0.211079372
roberfr01,690000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.059508409,8,2.03E+11,0,0.211079372
schayda01,1500000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.129366106,2,2.03E+11,0,0.211079372
sikmaja01,1600000,1990-91,1990,Milwaukee Bucks,11871000,11595000,0.137990513,1,2.03E+11,0,0.211079372
breuera01,1150000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.152519894,2,1.31E+11,0,0.211079372
brooksc01,295000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.039124668,10,1.31E+11,0,0.211079372
campbto01,1200000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.159151194,1,1.31E+11,0,0.211079372
cofferi01,150000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.019893899,12,1.31E+11,0,0.211079372
corbity01,830000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.110079576,4,1.31E+11,0,0.211079372
glassge01,575000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.076259947,7,1.31E+11,0,0.211079372
mitchsa01,500000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.066312997,8,1.31E+11,0,0.211079372
murphto01,590000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.078249337,6,1.31E+11,0,0.211079372
richapo01,615000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.081564987,5,1.31E+11,0,0.211079372
spencfe01,1070000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.141909814,3,1.31E+11,0,0.211079372
thornbo01,335000,1990-91,1990,Minnesota Timberwolves,11871000,7540000,0.044429708,9,1.31E+11,0,0.211079372
